Time,#CO2,#Hum,#Temp
2019-05-11 00-00-02,775,16.9388,34.9203
2019-05-11 00-00-04,775,16.9235,34.963
2019-05-11 00-00-06,775,16.8884,34.963
2019-05-11 00-00-08,776,16.9235,34.963
2019-05-11 00-00-10,776,16.8732,34.9763
2019-05-11 00-00-13,776,16.8198,34.9924
2019-05-11 00-00-17,776,16.8381,34.9924
2019-05-11 00-00-19,776,16.8381,35.0191
2019-05-11 00-00-21,776,16.8732,34.9924
2019-05-11 00-00-23,776,16.8228,35.0324
2019-05-11 00-00-25,775,16.7862,35.0324
2019-05-11 00-00-27,775,16.7496,35.0057
2019-05-11 00-00-29,775,16.8015,35.0057
2019-05-11 00-00-31,775,16.7831,35.0191
2019-05-11 00-00-35,775,16.8732,35.0057
2019-05-11 00-00-37,775,16.8381,35.0057
2019-05-11 00-00-39,775,16.8381,34.9924
2019-05-11 00-00-41,776,16.8198,34.9924
2019-05-11 00-00-43,776,16.8365,34.963
2019-05-11 00-00-45,776,16.8182,34.9363
2019-05-11 00-00-47,775,16.9052,34.9496
2019-05-11 00-00-49,775,16.9601,34.9924
2019-05-11 00-00-53,774,16.9067,35.0057
2019-05-11 00-00-55,774,16.9388,34.9496
2019-05-11 00-00-57,775,16.8549,34.9763
2019-05-11 00-00-59,773,16.8732,34.9763
2019-05-11 00-01-01,773,16.8884,34.9496
2019-05-11 00-01-03,772,16.925,34.9924
2019-05-11 00-01-05,773,16.9434,35.0191
2019-05-11 00-01-09,772,16.8427,35.0751
2019-05-11 00-01-11,772,16.8823,35.1606
2019-05-11 00-01-13,772,16.8472,35.1606
2019-05-11 00-01-15,772,16.832,35.1873
2019-05-11 00-01-17,773,16.7923,35.1873
2019-05-11 00-01-19,773,16.777,35.174
2019-05-11 00-01-21,774,16.7221,35.1312
2019-05-11 00-01-23,774,16.7191,35.1045
2019-05-11 00-01-27,774,16.7542,35.1045
2019-05-11 00-01-29,774,16.8091,35.1312
2019-05-11 00-01-31,774,16.774,35.1312
2019-05-11 00-01-33,774,16.7542,35.1045
2019-05-11 00-01-35,774,16.7877,35.0912
2019-05-11 00-01-37,774,16.861,35.0912
2019-05-11 00-01-39,773,16.8228,35.0324
2019-05-11 00-01-41,773,16.8228,35.0191
2019-05-11 00-01-45,772,16.8365,34.9763
2019-05-11 00-01-47,773,16.8549,34.9763
2019-05-11 00-01-49,773,16.9235,34.9763
2019-05-11 00-01-51,772,16.9052,34.9363
2019-05-11 00-01-53,773,16.9937,34.9203
2019-05-11 00-01-55,773,16.9373,34.8936
2019-05-11 00-01-57,772,16.9922,34.8802
2019-05-11 00-02-01,772,16.9891,34.8508
2019-05-11 00-02-03,771,17.0242,34.8642
2019-05-11 00-02-05,771,17.0059,34.8375
2019-05-11 00-02-07,770,17.0029,34.8081
2019-05-11 00-02-09,769,16.9846,34.7814
2019-05-11 00-02-11,769,16.9693,34.8081
2019-05-11 00-02-13,769,16.9342,34.8508
2019-05-11 00-02-15,769,16.9388,34.9203
2019-05-11 00-02-19,769,16.9052,34.9496
2019-05-11 00-02-21,768,16.8915,34.9924
2019-05-11 00-02-23,767,16.8365,34.9763
2019-05-11 00-02-25,767,16.8381,34.9924
2019-05-11 00-02-27,766,16.8381,34.9924
2019-05-11 00-02-29,767,16.8228,35.0191
2019-05-11 00-02-31,767,16.8015,35.0191
2019-05-11 00-02-33,767,16.8198,34.9763
2019-05-11 00-02-37,768,16.7999,34.9924
2019-05-11 00-02-39,767,16.8549,34.9763
2019-05-11 00-02-41,768,16.8747,35.0191
2019-05-11 00-02-43,767,16.925,34.9924
2019-05-11 00-02-45,767,16.8198,34.9763
2019-05-11 00-02-47,766,16.8381,34.9924
2019-05-11 00-02-49,767,16.8747,35.0191
2019-05-11 00-02-53,767,16.8747,35.0191
2019-05-11 00-02-55,768,16.8015,35.0191
2019-05-11 00-02-57,768,16.7496,35.0191
2019-05-11 00-02-59,768,16.7831,35.0191
2019-05-11 00-03-01,768,16.7831,34.9924
2019-05-11 00-03-03,768,16.8015,35.0191
2019-05-11 00-03-05,768,16.8381,35.0057
2019-05-11 00-03-07,767,16.8381,35.0191
2019-05-11 00-03-11,767,16.7831,35.0057
2019-05-11 00-03-13,768,16.8365,34.9763
2019-05-11 00-03-15,768,16.8549,34.9924
2019-05-11 00-03-17,767,16.8381,34.9924
2019-05-11 00-03-19,768,16.8381,34.9924
2019-05-11 00-03-21,767,16.8884,34.963
2019-05-11 00-03-23,767,16.8549,34.9924
2019-05-11 00-03-27,768,16.7862,35.0324
2019-05-11 00-03-29,768,16.8411,35.0324
2019-05-11 00-03-31,769,16.7831,35.0191
2019-05-11 00-03-33,768,16.8381,35.0191
2019-05-11 00-03-35,769,16.7679,35.0324
2019-05-11 00-03-37,769,16.8564,35.0324
2019-05-11 00-03-39,769,16.7679,35.0191
2019-05-11 00-03-41,769,16.8732,35.0057
2019-05-11 00-03-45,769,16.8732,35.0057
2019-05-11 00-03-47,768,16.8015,35.0057
2019-05-11 00-03-49,769,16.8732,34.9924
2019-05-11 00-03-51,769,16.8549,34.9924
2019-05-11 00-03-53,769,16.8564,35.0057
2019-05-11 00-03-55,770,16.7999,34.9924
2019-05-11 00-03-57,770,16.8732,34.9763
2019-05-11 00-03-59,769,16.8411,35.0324
2019-05-11 00-04-03,770,16.7862,35.0618
2019-05-11 00-04-05,771,16.8243,35.0618
2019-05-11 00-04-07,770,16.7862,35.0484
2019-05-11 00-04-09,770,16.7694,35.0751
2019-05-11 00-04-11,770,16.7679,35.0484
2019-05-11 00-04-13,770,16.7694,35.0618
2019-05-11 00-04-15,770,16.8427,35.0751
2019-05-11 00-04-19,770,16.7358,35.0912
2019-05-11 00-04-21,770,16.7221,35.1312
2019-05-11 00-04-23,770,16.7358,35.0912
2019-05-11 00-04-25,771,16.7358,35.0618
2019-05-11 00-04-27,771,16.7358,35.0751
2019-05-11 00-04-29,770,16.7862,35.0618
2019-05-11 00-04-31,770,16.7725,35.1045
2019-05-11 00-04-33,769,16.7877,35.1045
2019-05-11 00-04-37,769,16.7557,35.1179
2019-05-11 00-04-39,770,16.6672,35.1045
2019-05-11 00-04-41,770,16.7374,35.1045
2019-05-11 00-04-43,770,16.7358,35.0912
2019-05-11 00-04-45,770,16.7877,35.0751
2019-05-11 00-04-47,771,16.7358,35.0618
2019-05-11 00-04-49,771,16.7694,35.0751
2019-05-11 00-04-53,771,16.7725,35.0912
2019-05-11 00-04-55,771,16.7694,35.0751
2019-05-11 00-04-57,770,16.7191,35.1045
2019-05-11 00-04-59,770,16.7358,35.0751
2019-05-11 00-05-01,770,16.7725,35.0912
2019-05-11 00-05-03,770,16.7358,35.0618
2019-05-11 00-05-05,770,16.7877,35.0751
2019-05-11 00-05-07,771,16.7511,35.0618
2019-05-11 00-05-11,771,16.8045,35.0484
2019-05-11 00-05-13,771,16.8015,35.0324
2019-05-11 00-05-15,771,16.8228,35.0324
2019-05-11 00-05-17,771,16.8015,35.0191
2019-05-11 00-05-19,770,16.8015,35.0191
2019-05-11 00-05-21,769,16.7648,35.0057
2019-05-11 00-05-23,769,16.7831,35.0057
2019-05-11 00-05-25,768,16.8564,35.0324
2019-05-11 00-05-29,768,16.893,35.0324
2019-05-11 00-05-31,767,16.8411,35.0484
2019-05-11 00-05-33,767,16.8594,35.0484
2019-05-11 00-05-35,767,16.8045,35.0751
2019-05-11 00-05-37,766,16.8045,35.0618
2019-05-11 00-05-39,766,16.8243,35.0484
2019-05-11 00-05-41,766,16.7694,35.0618
2019-05-11 00-05-45,766,16.8243,35.0751
2019-05-11 00-05-47,767,16.806,35.1179
2019-05-11 00-05-49,767,16.7908,35.1179
2019-05-11 00-05-51,768,16.7557,35.1312
2019-05-11 00-05-54,769,16.7374,35.1312
2019-05-11 00-05-56,769,16.7542,35.1045
2019-05-11 00-05-58,770,16.7374,35.1045
2019-05-11 00-06-00,770,16.7557,35.1179
2019-05-11 00-06-04,769,16.7221,35.1312
2019-05-11 00-06-06,769,16.7374,35.1312
2019-05-11 00-06-08,769,16.7404,35.1472
2019-05-11 00-06-10,769,16.7221,35.1606
2019-05-11 00-06-12,769,16.687,35.1472
2019-05-11 00-06-14,769,16.7053,35.1472
2019-05-11 00-06-16,769,16.7542,35.1045
2019-05-11 00-06-20,769,16.7038,35.1045
2019-05-11 00-06-22,769,16.7358,35.0912
2019-05-11 00-06-24,769,16.7542,35.0912
2019-05-11 00-06-26,769,16.8243,35.0618
2019-05-11 00-06-28,769,16.7511,35.0324
2019-05-11 00-06-30,769,16.7862,35.0618
2019-05-11 00-06-32,769,16.7542,35.0751
2019-05-11 00-06-34,768,16.806,35.0912
2019-05-11 00-06-38,768,16.7694,35.0618
2019-05-11 00-06-40,767,16.7557,35.1179
2019-05-11 00-06-42,768,16.8274,35.1045
2019-05-11 00-06-44,768,16.7694,35.0751
2019-05-11 00-06-46,767,16.7877,35.0912
2019-05-11 00-06-48,767,16.7542,35.0751
2019-05-11 00-06-50,767,16.7175,35.0618
2019-05-11 00-06-54,767,16.7679,35.0324
2019-05-11 00-06-56,768,16.7175,35.0618
2019-05-11 00-06-58,767,16.7862,35.0618
2019-05-11 00-07-00,767,16.7145,35.0324
2019-05-11 00-07-02,767,16.7831,35.0191
2019-05-11 00-07-04,768,16.7511,35.0618
2019-05-11 00-07-06,768,16.7831,35.0191
2019-05-11 00-07-08,768,16.7496,35.0191
2019-05-11 00-07-12,768,16.7831,35.0057
2019-05-11 00-07-14,768,16.7999,34.9924
2019-05-11 00-07-16,768,16.7633,34.963
2019-05-11 00-07-18,769,16.7999,34.9763
2019-05-11 00-07-20,769,16.8335,34.9363
2019-05-11 00-07-22,769,16.8365,34.963
2019-05-11 00-07-24,769,16.8549,34.963
2019-05-11 00-07-28,769,16.8518,34.9363
2019-05-11 00-07-30,769,16.8686,34.9203
2019-05-11 00-07-32,768,16.9373,34.9069
2019-05-11 00-07-34,768,16.9022,34.8936
2019-05-11 00-07-36,768,16.9006,34.8802
2019-05-11 00-07-38,768,16.8655,34.8802
2019-05-11 00-07-40,768,16.9022,34.8936
2019-05-11 00-07-42,767,16.8839,34.9069
2019-05-11 00-07-46,767,16.8839,34.8802
2019-05-11 00-07-48,767,16.9006,34.8802
2019-05-11 00-07-50,766,16.9739,34.8936
2019-05-11 00-07-52,766,16.9525,34.8642
2019-05-11 00-07-54,767,16.9159,34.8508
2019-05-11 00-07-56,766,16.9525,34.8802
2019-05-11 00-07-58,766,16.8655,34.8802
2019-05-11 00-08-00,766,16.9373,34.8936
2019-05-11 00-08-04,766,16.8503,34.8936
2019-05-11 00-08-06,766,16.8839,34.9069
2019-05-11 00-08-08,765,16.8839,34.8936
2019-05-11 00-08-10,765,16.8839,34.8936
2019-05-11 00-08-12,765,16.9388,34.9363
2019-05-11 00-08-14,766,16.8869,34.9363
2019-05-11 00-08-16,766,16.9052,34.963
2019-05-11 00-08-20,766,16.8884,34.9496
2019-05-11 00-08-22,766,16.9388,34.9363
2019-05-11 00-08-24,767,16.8701,34.9363
2019-05-11 00-08-26,766,16.8869,34.9203
2019-05-11 00-08-28,767,16.9205,34.9363
2019-05-11 00-08-30,766,16.8701,34.9363
2019-05-11 00-08-32,767,16.8503,34.8936
2019-05-11 00-08-34,767,16.9022,34.9069
2019-05-11 00-08-38,767,16.9205,34.9203
2019-05-11 00-08-40,767,16.9388,34.9203
2019-05-11 00-08-42,767,16.9388,34.9363
2019-05-11 00-08-44,767,16.9235,34.9496
2019-05-11 00-08-46,766,16.9235,34.9496
2019-05-11 00-08-48,767,16.8884,34.963
2019-05-11 00-08-50,768,16.9235,34.963
2019-05-11 00-08-54,767,16.9067,34.9924
2019-05-11 00-08-56,768,16.8365,34.9496
2019-05-11 00-08-58,768,16.8884,34.9496
2019-05-11 00-09-00,769,16.8549,34.963
2019-05-11 00-09-02,769,16.8549,34.963
2019-05-11 00-09-04,769,16.8564,35.0191
2019-05-11 00-09-06,770,16.8015,35.0191
2019-05-11 00-09-08,770,16.7862,35.0324
2019-05-11 00-09-12,770,16.8015,35.0324
2019-05-11 00-09-14,770,16.8411,35.0618
2019-05-11 00-09-16,770,16.7694,35.0618
2019-05-11 00-09-18,770,16.7679,35.0484
2019-05-11 00-09-20,771,16.7511,35.0618
2019-05-11 00-09-22,770,16.7511,35.0618
2019-05-11 00-09-24,770,16.7877,35.0751
2019-05-11 00-09-28,770,16.8045,35.0751
2019-05-11 00-09-30,770,16.6824,35.0618
2019-05-11 00-09-32,770,16.7862,35.0484
2019-05-11 00-09-34,771,16.7694,35.0618
2019-05-11 00-09-36,771,16.8045,35.0484
2019-05-11 00-09-38,771,16.7511,35.0484
2019-05-11 00-09-40,771,16.7679,35.0484
2019-05-11 00-09-42,771,16.7862,35.0618
2019-05-11 00-09-46,771,16.8015,35.0191
2019-05-11 00-09-48,770,16.7831,35.0191
2019-05-11 00-09-50,771,16.7862,35.0484
2019-05-11 00-09-52,771,16.7831,35.0191
2019-05-11 00-09-54,771,16.8243,35.0484
2019-05-11 00-09-56,771,16.8381,35.0191
2019-05-11 00-09-58,771,16.7496,35.0191
2019-05-11 00-10-02,772,16.8365,34.9763
2019-05-11 00-10-04,772,16.7999,34.9924
2019-05-11 00-10-06,772,16.8182,34.9496
2019-05-11 00-10-08,771,16.8549,34.9763
2019-05-11 00-10-10,771,16.8182,34.963
2019-05-11 00-10-12,770,16.9067,35.0057
2019-05-11 00-10-14,771,16.9235,34.963
2019-05-11 00-10-16,771,16.8732,34.9924
2019-05-11 00-10-20,771,16.8564,35.0324
2019-05-11 00-10-22,771,16.8594,35.0751
2019-05-11 00-10-24,771,16.8045,35.0618
2019-05-11 00-10-26,771,16.7694,35.0618
2019-05-11 00-10-28,771,16.7496,35.0057
2019-05-11 00-10-30,771,16.8015,35.0324
2019-05-11 00-10-32,771,16.7831,35.0057
2019-05-11 00-10-34,771,16.8015,35.0324
2019-05-11 00-10-38,771,16.8732,34.9924
2019-05-11 00-10-40,771,16.8381,35.0057
2019-05-11 00-10-42,771,16.8198,34.9763
2019-05-11 00-10-44,770,16.8701,34.963
2019-05-11 00-10-46,770,16.8182,34.9496
2019-05-11 00-10-48,771,16.8365,34.9496
2019-05-11 00-10-50,771,16.8335,34.9363
2019-05-11 00-10-54,771,16.8701,34.9363
2019-05-11 00-10-56,770,16.8518,34.9203
2019-05-11 00-10-58,770,16.9052,34.9363
2019-05-11 00-11-00,771,16.8869,34.9203
2019-05-11 00-11-02,771,16.8869,34.9203
2019-05-11 00-11-04,770,16.9022,34.9203
2019-05-11 00-11-06,770,16.8686,34.9069
2019-05-11 00-11-08,770,16.9052,34.9496
2019-05-11 00-11-12,770,16.9205,34.9069
2019-05-11 00-11-14,770,16.9205,34.9069
2019-05-11 00-11-16,770,16.8503,34.9069
2019-05-11 00-11-18,770,16.9022,34.9069
2019-05-11 00-11-20,771,16.9373,34.8802
2019-05-11 00-11-23,771,16.9022,34.9203
2019-05-11 00-11-25,771,16.9373,34.9069
2019-05-11 00-11-29,771,16.9373,34.8936
2019-05-11 00-11-31,771,16.9189,34.8642
2019-05-11 00-11-33,771,16.9891,34.8508
2019-05-11 00-11-35,770,16.9891,34.8642
2019-05-11 00-11-37,771,16.9891,34.8642
2019-05-11 00-11-39,770,16.9739,34.8936
2019-05-11 00-11-41,770,16.9922,34.9069
2019-05-11 00-11-43,770,16.9937,34.9203
2019-05-11 00-11-47,770,17.012,34.9363
2019-05-11 00-11-49,770,16.9235,34.963
2019-05-11 00-11-51,770,16.9052,34.9496
2019-05-11 00-11-53,771,16.9205,34.9363
2019-05-11 00-11-55,771,16.8701,34.9363
2019-05-11 00-11-57,771,16.9235,34.9496
2019-05-11 00-11-59,772,16.9205,34.9363
2019-05-11 00-12-01,772,16.9205,34.9203
2019-05-11 00-12-05,772,16.9205,34.9203
2019-05-11 00-12-07,772,16.8701,34.9363
2019-05-11 00-12-09,772,16.8869,34.9203
2019-05-11 00-12-11,772,16.8869,34.9363
2019-05-11 00-12-13,772,16.9022,34.8936
2019-05-11 00-12-15,772,16.8839,34.8936
2019-05-11 00-12-17,772,16.9052,34.9363
2019-05-11 00-12-21,773,16.8869,34.9203
2019-05-11 00-12-23,773,16.9205,34.9069
2019-05-11 00-12-25,772,16.9388,34.9363
2019-05-11 00-12-27,772,16.9052,34.9496
2019-05-11 00-12-29,772,16.8518,34.9496
2019-05-11 00-12-31,772,16.8365,34.9496
2019-05-11 00-12-33,772,16.8839,34.9069
2019-05-11 00-12-35,772,16.9205,34.9069
2019-05-11 00-12-39,772,16.8839,34.8936
2019-05-11 00-12-41,773,16.9022,34.9203
2019-05-11 00-12-43,773,16.9022,34.9069
2019-05-11 00-12-45,773,16.8518,34.9363
2019-05-11 00-12-47,773,16.8549,34.963
2019-05-11 00-12-49,773,16.8732,34.9763
2019-05-11 00-12-51,773,16.8381,34.9924
2019-05-11 00-12-55,773,16.8732,34.9924
2019-05-11 00-12-57,773,16.8564,35.0191
2019-05-11 00-12-59,774,16.8381,35.0057
2019-05-11 00-13-01,774,16.8198,34.9924
2019-05-11 00-13-03,774,16.7999,34.9924
2019-05-11 00-13-05,775,16.7831,34.9924
2019-05-11 00-13-07,775,16.8015,35.0057
2019-05-11 00-13-09,774,16.8015,35.0191
2019-05-11 00-13-13,775,16.7648,34.9924
2019-05-11 00-13-15,775,16.8015,35.0057
2019-05-11 00-13-17,774,16.8015,35.0191
2019-05-11 00-13-19,774,16.8411,35.0484
2019-05-11 00-13-21,773,16.7694,35.0618
2019-05-11 00-13-23,773,16.8045,35.0751
2019-05-11 00-13-25,773,16.7358,35.0751
2019-05-11 00-13-29,773,16.7511,35.0618
2019-05-11 00-13-31,774,16.7679,35.0484
2019-05-11 00-13-33,774,16.7679,35.0191
2019-05-11 00-13-35,774,16.7496,35.0057
2019-05-11 00-13-37,774,16.8198,34.9763
2019-05-11 00-13-39,774,16.7496,34.9924
2019-05-11 00-13-41,775,16.7999,34.9763
2019-05-11 00-13-43,775,16.8015,35.0057
2019-05-11 00-13-47,775,16.8549,34.9924
2019-05-11 00-13-49,774,16.7999,34.9763
2019-05-11 00-13-51,775,16.7816,34.9763
2019-05-11 00-13-53,775,16.8549,34.963
2019-05-11 00-13-55,775,16.8884,34.963
2019-05-11 00-13-57,774,16.8701,34.9363
2019-05-11 00-13-59,775,16.8686,34.9203
2019-05-11 00-14-03,775,16.8686,34.9203
2019-05-11 00-14-05,775,16.9022,34.9069
2019-05-11 00-14-07,775,16.9205,34.9203
2019-05-11 00-14-09,775,16.8503,34.8802
2019-05-11 00-14-11,775,16.8503,34.9069
2019-05-11 00-14-13,775,16.8839,34.8936
2019-05-11 00-14-15,775,16.9189,34.8802
2019-05-11 00-14-17,775,16.9373,34.8936
2019-05-11 00-14-21,775,16.8869,34.9363
2019-05-11 00-14-23,774,16.8335,34.9363
2019-05-11 00-14-25,774,16.8518,34.9203
2019-05-11 00-14-27,774,16.9052,34.9496
2019-05-11 00-14-29,775,16.8152,34.9203
2019-05-11 00-14-31,775,16.8686,34.9203
2019-05-11 00-14-33,775,16.9388,34.9363
2019-05-11 00-14-35,775,16.9418,34.9763
2019-05-11 00-14-39,775,16.9067,34.9763
2019-05-11 00-14-41,775,16.8701,34.9496
2019-05-11 00-14-43,775,16.8701,34.9496
2019-05-11 00-14-45,775,16.9052,34.9363
2019-05-11 00-14-47,775,16.8869,34.9363
2019-05-11 00-14-49,775,16.8686,34.9203
2019-05-11 00-14-51,775,16.8839,34.9069
2019-05-11 00-14-55,775,16.8655,34.8802
2019-05-11 00-14-57,774,16.9189,34.8802
2019-05-11 00-14-59,774,16.9022,34.8936
2019-05-11 00-15-01,775,16.8839,34.8936
2019-05-11 00-15-03,774,16.8839,34.8802
2019-05-11 00-15-05,774,16.9373,34.8936
2019-05-11 00-15-07,774,17.0105,34.9069
2019-05-11 00-15-09,774,16.9388,34.9363
2019-05-11 00-15-13,774,16.9235,34.963
2019-05-11 00-15-15,774,16.9388,34.9363
2019-05-11 00-15-17,774,16.8701,34.9496
2019-05-11 00-15-19,774,16.9205,34.9363
2019-05-11 00-15-21,775,16.8701,34.963
2019-05-11 00-15-23,775,16.9235,34.963
2019-05-11 00-15-25,775,16.8884,34.9496
2019-05-11 00-15-29,775,16.8869,34.9203
2019-05-11 00-15-31,775,16.9373,34.8936
2019-05-11 00-15-33,774,16.9006,34.8642
2019-05-11 00-15-35,774,16.9525,34.8642
2019-05-11 00-15-37,774,16.9373,34.8802
2019-05-11 00-15-39,774,16.9189,34.8642
2019-05-11 00-15-41,774,16.9205,34.9069
2019-05-11 00-15-43,774,17.0074,34.8802
2019-05-11 00-15-47,773,16.9022,34.8936
2019-05-11 00-15-49,773,16.9189,34.8936
2019-05-11 00-15-51,773,16.8655,34.8802
2019-05-11 00-15-53,772,16.9525,34.8936
2019-05-11 00-15-55,772,16.8152,34.8936
2019-05-11 00-15-57,773,16.8839,34.9069
2019-05-11 00-15-59,773,16.9022,34.9069
2019-05-11 00-16-03,773,16.8655,34.8802
2019-05-11 00-16-05,773,16.8839,34.9069
2019-05-11 00-16-07,773,16.9205,34.9069
2019-05-11 00-16-09,773,16.9388,34.9496
2019-05-11 00-16-11,772,16.8884,34.963
2019-05-11 00-16-13,772,16.9235,34.9763
2019-05-11 00-16-15,773,16.9067,35.0057
2019-05-11 00-16-17,773,16.8198,34.9924
2019-05-11 00-16-21,772,16.8365,34.963
2019-05-11 00-16-23,772,16.8182,34.963
2019-05-11 00-16-25,773,16.8182,34.9496
2019-05-11 00-16-27,773,16.8365,34.9496
2019-05-11 00-16-29,773,16.8686,34.9069
2019-05-11 00-16-31,773,16.8686,34.8936
2019-05-11 00-16-33,773,16.8839,34.8802
2019-05-11 00-16-35,773,16.8686,34.9203
2019-05-11 00-16-39,773,16.8686,34.9069
2019-05-11 00-16-41,773,16.8182,34.9363
2019-05-11 00-16-43,773,16.8869,34.9203
2019-05-11 00-16-45,773,16.8686,34.9069
2019-05-11 00-16-48,773,16.8503,34.9069
