Time,#CO2,#Hum,#Temp
2019-05-16 00-00-03,367,23.0637,34.9069
2019-05-16 00-00-05,368,22.9767,34.9363
2019-05-16 00-00-07,369,22.995,34.9203
2019-05-16 00-00-09,370,22.9248,34.9363
2019-05-16 00-00-11,370,22.998,34.963
2019-05-16 00-00-15,371,22.9752,34.9069
2019-05-16 00-00-17,371,23.0118,34.9069
2019-05-16 00-00-19,371,23.0301,34.9069
2019-05-16 00-00-21,372,22.995,34.9069
2019-05-16 00-00-23,371,23.027,34.8642
2019-05-16 00-00-25,371,23.0118,34.8936
2019-05-16 00-00-27,372,23.0637,34.8936
2019-05-16 00-00-29,372,22.9721,34.8642
2019-05-16 00-00-33,371,22.9721,34.8802
2019-05-16 00-00-35,370,22.9935,34.8642
2019-05-16 00-00-37,370,22.9935,34.8642
2019-05-16 00-00-39,370,23.0087,34.8642
2019-05-16 00-00-41,370,23.0301,34.8936
2019-05-16 00-00-43,370,23.0087,34.8642
2019-05-16 00-00-45,370,22.9935,34.8936
2019-05-16 00-00-49,370,22.9935,34.8642
2019-05-16 00-00-51,370,22.9538,34.8508
2019-05-16 00-00-53,369,22.9538,34.8642
2019-05-16 00-00-55,370,23.0774,34.8642
2019-05-16 00-00-57,369,23.0255,34.8508
2019-05-16 00-00-59,370,23.1094,34.8081
2019-05-16 00-01-01,370,23.0591,34.8375
2019-05-16 00-01-03,370,23.0408,34.8241
2019-05-16 00-01-07,370,23.1277,34.8241
2019-05-16 00-01-09,370,23.1277,34.8081
2019-05-16 00-01-11,370,23.0392,34.7814
2019-05-16 00-01-13,370,23.1232,34.7681
2019-05-16 00-01-15,370,23.1232,34.7494
2019-05-16 00-01-17,370,23.0865,34.7227
2019-05-16 00-01-19,370,23.2285,34.7093
2019-05-16 00-01-21,370,23.1735,34.6799
2019-05-16 00-01-25,369,23.3322,34.6666
2019-05-16 00-01-27,368,23.2056,34.6532
2019-05-16 00-01-29,368,23.3139,34.6532
2019-05-16 00-01-31,367,23.3139,34.6666
2019-05-16 00-01-33,367,23.2422,34.6799
2019-05-16 00-01-35,366,23.2971,34.6799
2019-05-16 00-01-37,365,23.2788,34.6933
2019-05-16 00-01-41,365,23.3154,34.6933
2019-05-16 00-01-43,365,23.2285,34.7093
2019-05-16 00-01-45,365,23.2101,34.7093
2019-05-16 00-01-47,365,23.1949,34.7227
2019-05-16 00-01-49,364,23.1766,34.7093
2019-05-16 00-01-51,364,23.1949,34.7227
2019-05-16 00-01-53,364,23.1216,34.7227
2019-05-16 00-01-55,364,23.1598,34.7494
2019-05-16 00-01-59,364,23.1094,34.8081
2019-05-16 00-02-01,364,23.1461,34.8081
2019-05-16 00-02-03,365,23.1125,34.8375
2019-05-16 00-02-05,365,23.0942,34.8375
2019-05-16 00-02-07,364,23.0591,34.8508
2019-05-16 00-02-09,364,23.0774,34.8508
2019-05-16 00-02-11,364,23.0957,34.8642
2019-05-16 00-02-15,364,23.0942,34.8375
2019-05-16 00-02-17,364,23.0408,34.8241
2019-05-16 00-02-19,364,23.0911,34.8081
2019-05-16 00-02-21,364,23.1232,34.7494
2019-05-16 00-02-23,364,23.1049,34.7494
2019-05-16 00-02-25,364,23.1415,34.7227
2019-05-16 00-02-27,364,23.1232,34.7494
2019-05-16 00-02-29,364,23.1415,34.7227
2019-05-16 00-02-33,364,23.2101,34.7093
2019-05-16 00-02-35,364,23.2285,34.7227
