Time,#CO2,#Hum,#Temp
2019-06-08 01-00-02,662,22.316,35.1045
2019-06-08 01-00-04,663,22.2946,35.0618
2019-06-08 01-00-08,662,22.3297,35.0324
2019-06-08 01-00-10,662,22.345,35.0191
2019-06-08 01-00-12,662,22.3434,34.9763
2019-06-08 01-00-14,661,22.3801,34.963
2019-06-08 01-00-16,661,22.4304,34.963
2019-06-08 01-00-18,660,22.3953,34.9496
2019-06-08 01-00-20,660,22.467,34.963
2019-06-08 01-00-24,660,22.467,34.963
2019-06-08 01-00-26,660,22.4686,34.9924
2019-06-08 01-00-28,659,22.435,35.0191
2019-06-08 01-00-30,659,22.348,35.0618
2019-06-08 01-00-32,658,22.3663,35.0751
2019-06-08 01-00-34,658,22.2656,35.1179
2019-06-08 01-00-36,658,22.2839,35.1312
2019-06-08 01-00-38,658,22.2672,35.1606
2019-06-08 01-00-42,659,22.2534,35.2033
2019-06-08 01-00-44,659,22.2534,35.2167
2019-06-08 01-00-46,659,22.1985,35.2327
2019-06-08 01-00-48,660,22.1649,35.2327
2019-06-08 01-00-50,660,22.1146,35.2621
2019-06-08 01-00-52,660,22.1512,35.2621
2019-06-08 01-00-54,660,22.0963,35.246
2019-06-08 01-00-58,660,22.1481,35.246
2019-06-08 01-01-00,660,22.1344,35.2888
2019-06-08 01-01-02,661,22.0978,35.2754
2019-06-08 01-01-04,661,22.0291,35.3182
2019-06-08 01-01-06,660,22.0108,35.3021
2019-06-08 01-01-08,660,22.0505,35.3742
2019-06-08 01-01-10,661,21.9101,35.4143
2019-06-08 01-01-12,661,21.9467,35.4143
2019-06-08 01-01-16,662,21.8964,35.457
2019-06-08 01-01-18,662,21.8628,35.4864
2019-06-08 01-01-20,663,21.846,35.4997
2019-06-08 01-01-22,663,21.8124,35.4997
2019-06-08 01-01-24,663,21.8307,35.5131
2019-06-08 01-01-26,663,21.8491,35.5291
2019-06-08 01-01-28,663,21.8124,35.5131
2019-06-08 01-01-32,664,21.7575,35.5131
2019-06-08 01-01-34,664,21.7545,35.457
2019-06-08 01-01-36,665,21.8811,35.473
2019-06-08 01-01-38,665,21.8765,35.4143
2019-06-08 01-01-40,665,21.8735,35.4009
2019-06-08 01-01-42,665,21.9238,35.3742
2019-06-08 01-01-44,665,21.9421,35.3449
2019-06-08 01-01-46,665,21.9421,35.3315
2019-06-08 01-01-50,665,22.0276,35.2888
2019-06-08 01-01-52,665,22.0245,35.2621
2019-06-08 01-01-54,665,22.0596,35.246
2019-06-08 01-01-56,665,22.0932,35.2033
2019-06-08 01-01-58,665,22.0932,35.2033
2019-06-08 01-02-00,665,22.1649,35.2167
2019-06-08 01-02-02,665,22.1985,35.2033
2019-06-08 01-02-06,665,22.1619,35.174
2019-06-08 01-02-08,665,22.1939,35.1606
2019-06-08 01-02-10,664,22.1786,35.174
2019-06-08 01-02-12,663,22.1985,35.2167
2019-06-08 01-02-14,663,22.1649,35.2167
2019-06-08 01-02-16,664,22.1832,35.2327
2019-06-08 01-02-18,664,22.1436,35.1873
2019-06-08 01-02-20,664,22.1619,35.174
2019-06-08 01-02-24,664,22.2488,35.1606
2019-06-08 01-02-26,663,22.1436,35.174
2019-06-08 01-02-28,663,22.1466,35.2167
2019-06-08 01-02-30,663,22.1298,35.246
2019-06-08 01-02-32,663,22.0413,35.246
2019-06-08 01-02-34,662,22.1283,35.2033
2019-06-08 01-02-36,662,22.2153,35.2033
2019-06-08 01-02-38,662,22.1466,35.2167
2019-06-08 01-02-42,661,22.1146,35.2621
2019-06-08 01-02-44,662,22.1481,35.2327
2019-06-08 01-02-46,661,22.0566,35.2327
2019-06-08 01-02-48,662,22.0932,35.2033
2019-06-08 01-02-50,663,22.11,35.1873
2019-06-08 01-02-52,662,22.1252,35.1606
2019-06-08 01-02-54,662,22.2305,35.1312
2019-06-08 01-02-58,662,22.1924,35.1179
2019-06-08 01-03-00,662,22.1939,35.1472
2019-06-08 01-03-02,661,22.2336,35.1472
2019-06-08 01-03-04,661,22.1786,35.174
2019-06-08 01-03-06,661,22.1939,35.1606
2019-06-08 01-03-08,661,22.197,35.1873
2019-06-08 01-03-10,661,22.1786,35.1606
2019-06-08 01-03-13,661,22.1619,35.174
2019-06-08 01-03-17,661,22.197,35.174
2019-06-08 01-03-19,660,22.1802,35.1873
2019-06-08 01-03-21,660,22.1466,35.2167
2019-06-08 01-03-23,660,22.2031,35.2754
2019-06-08 01-03-25,660,22.1008,35.3021
2019-06-08 01-03-27,660,21.9772,35.3315
2019-06-08 01-03-29,660,21.9788,35.3449
2019-06-08 01-03-33,660,22.0154,35.3742
2019-06-08 01-03-35,660,21.9452,35.3742
2019-06-08 01-03-37,661,21.9452,35.3582
2019-06-08 01-03-39,661,21.9955,35.3449
2019-06-08 01-03-41,662,21.9955,35.3315
2019-06-08 01-03-43,663,22.0474,35.3315
2019-06-08 01-03-45,663,21.9955,35.3315
2019-06-08 01-03-47,663,21.9788,35.3449
2019-06-08 01-03-51,663,22.0291,35.3315
2019-06-08 01-03-53,662,22.0108,35.3021
2019-06-08 01-03-55,662,22.0108,35.3021
2019-06-08 01-03-57,662,22.0657,35.3449
2019-06-08 01-03-59,662,22.0108,35.3021
2019-06-08 01-04-01,662,22.0108,35.3315
2019-06-08 01-04-03,663,22.0291,35.3182
2019-06-08 01-04-07,663,21.9452,35.3742
2019-06-08 01-04-09,662,21.965,35.4009
2019-06-08 01-04-11,662,21.9818,35.3742
2019-06-08 01-04-13,662,21.9086,35.3742
2019-06-08 01-04-15,663,21.9452,35.3742
2019-06-08 01-04-17,663,21.9788,35.3582
2019-06-08 01-04-19,663,21.9772,35.3315
2019-06-08 01-04-21,663,22.0276,35.3021
2019-06-08 01-04-25,663,22.0642,35.3182
2019-06-08 01-04-27,662,22.0459,35.3182
2019-06-08 01-04-29,661,21.9604,35.3449
2019-06-08 01-04-31,661,21.9788,35.3582
2019-06-08 01-04-33,661,21.9604,35.3582
2019-06-08 01-04-35,661,22.0139,35.3449
2019-06-08 01-04-37,661,22.0139,35.3449
2019-06-08 01-04-41,660,22.0093,35.2888
2019-06-08 01-04-43,661,22.0276,35.3021
2019-06-08 01-04-45,660,22.0428,35.2754
2019-06-08 01-04-47,660,22.0474,35.3449
2019-06-08 01-04-49,660,21.9971,35.3582
2019-06-08 01-04-51,660,21.9788,35.3582
2019-06-08 01-04-53,660,21.9818,35.3742
2019-06-08 01-04-55,661,21.9955,35.3449
2019-06-08 01-04-59,660,21.9635,35.3876
2019-06-08 01-05-01,660,21.9513,35.473
2019-06-08 01-05-03,659,21.8445,35.457
2019-06-08 01-05-05,660,21.759,35.5558
2019-06-08 01-05-07,660,21.727,35.5692
2019-06-08 01-05-09,660,21.6934,35.5852
2019-06-08 01-05-11,661,21.6934,35.5985
2019-06-08 01-05-13,662,21.6949,35.6119
2019-06-08 01-05-17,662,21.7133,35.6413
2019-06-08 01-05-19,662,21.6614,35.6413
2019-06-08 01-05-21,662,21.6797,35.6546
2019-06-08 01-05-23,663,21.6949,35.6252
2019-06-08 01-05-25,664,21.6583,35.6119
2019-06-08 01-05-27,663,21.6934,35.5852
2019-06-08 01-05-29,663,21.7072,35.5425
2019-06-08 01-05-33,662,21.7438,35.5558
2019-06-08 01-05-35,662,21.7255,35.5558
2019-06-08 01-05-37,662,21.7438,35.5692
2019-06-08 01-05-39,662,21.7224,35.5291
2019-06-08 01-05-41,662,21.759,35.5291
2019-06-08 01-05-43,663,21.7392,35.4864
2019-06-08 01-05-45,663,21.8277,35.4864
2019-06-08 01-05-47,663,21.8262,35.4437
2019-06-08 01-05-51,663,21.8079,35.4303
2019-06-08 01-05-53,663,21.8048,35.4009
2019-06-08 01-05-55,662,21.9101,35.4303
2019-06-08 01-05-57,662,21.8597,35.4437
2019-06-08 01-05-59,661,21.8628,35.473
2019-06-08 01-06-01,661,21.8124,35.4997
2019-06-08 01-06-03,661,21.7957,35.5425
2019-06-08 01-06-07,661,21.759,35.5558
2019-06-08 01-06-09,661,21.7438,35.5558
2019-06-08 01-06-11,661,21.7255,35.5558
2019-06-08 01-06-13,660,21.7773,35.5692
2019-06-08 01-06-15,660,21.7087,35.5852
2019-06-08 01-06-17,660,21.727,35.5852
2019-06-08 01-06-19,660,21.727,35.5852
2019-06-08 01-06-21,661,21.7087,35.5558
2019-06-08 01-06-25,660,21.6904,35.5425
2019-06-08 01-06-27,660,21.7224,35.4997
2019-06-08 01-06-29,659,21.7728,35.4864
2019-06-08 01-06-31,659,21.8079,35.4437
2019-06-08 01-06-33,659,21.8582,35.4143
2019-06-08 01-06-35,660,21.8903,35.3742
2019-06-08 01-06-37,660,21.8872,35.3449
2019-06-08 01-06-41,660,21.9772,35.3182
2019-06-08 01-06-43,661,22.0093,35.2888
2019-06-08 01-06-45,660,22.0093,35.2754
2019-06-08 01-06-47,660,22.0779,35.2754
2019-06-08 01-06-49,659,22.1146,35.246
2019-06-08 01-06-51,659,22.0963,35.246
2019-06-08 01-06-53,659,22.0413,35.2327
2019-06-08 01-06-55,659,22.1298,35.2327
2019-06-08 01-06-59,658,22.0932,35.2167
2019-06-08 01-07-01,658,22.1298,35.2327
2019-06-08 01-07-03,658,22.0734,35.1873
2019-06-08 01-07-05,658,22.1252,35.174
2019-06-08 01-07-07,658,22.1802,35.2033
2019-06-08 01-07-09,658,22.11,35.174
2019-06-08 01-07-11,657,22.1985,35.2033
2019-06-08 01-07-15,657,22.1298,35.2327
2019-06-08 01-07-17,657,22.1115,35.2167
2019-06-08 01-07-19,657,22.1298,35.2167
2019-06-08 01-07-21,657,22.0932,35.2167
2019-06-08 01-07-23,657,22.1115,35.2033
2019-06-08 01-07-25,657,22.1115,35.2327
2019-06-08 01-07-27,658,22.1664,35.246
2019-06-08 01-07-29,657,22.1115,35.2327
2019-06-08 01-07-33,657,22.0612,35.2754
2019-06-08 01-07-35,656,22.0795,35.3021
2019-06-08 01-07-37,656,22.0108,35.3021
2019-06-08 01-07-39,657,22.0276,35.3021
2019-06-08 01-07-41,657,22.0245,35.2621
2019-06-08 01-07-43,657,22.0428,35.2754
2019-06-08 01-07-45,657,22.0963,35.246
